TITULO_ORIGINAL;PUBLICO;ANO_LANCAMENTO;CLASSIFICACAO;GENEROS;ATORES_PRINCIPAIS;DIRETORES;PRODUTORAS
BEAUTY AND THE BEAST;7942195;1991;L;Romance, Família, Animação, Fantasia;Paige O'Hara, Robby Benson, Richard White, Jerry Orbach, David Ogden Stiers, Angela Lansbury, Rex Everhart, Jesse Corti, Bradley Pierce, Hal Smith, Jo Anne Worley, Mary Kay Bergman, Kath Soucie, Alvin Epstein, Tony Jay, Brian Cummings, Alec Murphy, Kimmy Robertson, Frank Welker, Alex Murphy, Sherry Lynn, Mickie McGowan, Jack Angel, Bruce Adler, Scott Barnes, Vanna Bonta, Maureen Brennan, Liz Callaway, Philip L. Clarke, Margery Daley, Jennifer Darling, Albert de Ruiter, George Dvorsky, Bill Farmer, Bruce Fifer, Johnson Flucker, Larry Hansen, Randy Hansen, Mary Ann Hart, Phyllis Kubey, Hearndon Lackey, Larry Moss, Panchali Null, Wilbur Pauley, Jennifer Perito, Caroline Peyton, Patrick Pinney, Cynthia Richards-Hewes, Phil Proctor, Stephen Sturk;Gary Trousdale, Kirk Wise;Silver Screen Partners IV, Walt Disney Pictures
TOY STORY 4;7890748;2019;L;Família, Comédia, Animação, Aventura;Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw, Christina Hendricks, Jordan Peele, Keanu Reeves, Ally Maki, Jay Hernandez, Lori Alan, Joan Cusack, Bonnie Hunt, Kristen Schaal, Emily Davis, Wallace Shawn, John Ratzenberger, Blake Clark, June Squibb, Carl Weathers, Lila Sage Bromley, Don Rickles, Jeff Garlin, Maliah Bargas-Good, Jack McGraw, Juliana Hansen, Estelle Harris, Laurie Metcalf, Steve Purcell, Mel Brooks, Alan Oppenheimer, Carol Burnett, Betty White, Carl Reiner, Bill Hader, Patricia Arquette, Timothy Dalton, Flea, Melissa Villaseñor, Jeff Pidgeon, John Morris;Josh Cooley;Pixar
DESPICABLE ME 4;7836262;2024;L;Ação, Animação, Comédia, Família, Ficção científica;Steve Carell, Kristen Wiig, Will Ferrell, Sofía Vergara, Miranda Cosgrove, Dana Gaier, Madison Polan, Pierre Coffin, Chris Renaud, Steve Coogan, Stephen Colbert, Chloe Fineman, Joey King, Laraine Newman, John DiMaggio, Tara Strong, Romesh Ranganathan, Brad Ableson, Barbara Harris, Eden Boulton, JP Karliak, Cathy Cavadini, Arif S. Kinchen, Will Collyer, Jeremy Maxwell, Abby Craden, Ken Daurio, Khary Payton, John DeMita, Aaron Fors, Isaac Robinson-Smith, Willow Geer, Isa Hall, Nisa Ward, Aaron Hendry, Andreana Weiner, Colette Whitaker;Chris Renaud;Universal Pictures, Illumination
ZOOTOPIA 2;7813091;2025;10;Ação, Aventura, Animação, Comédia, Família, Mistério;Ginnifer Goodwin, Jason Bateman, Ke Huy Quan, Fortune Feimster, Andy Samberg, David Strathairn, Idris Elba, Shakira, Patrick Warburton, Quinta Brunson, Danny Trejo, Nate Torrence, Bonnie Hunt, Don Lake, Michelle Gomez, David Fane, Joe Anoa'i, Phil Brooks, Stephanie Beatriz, Wilmer Valderrama, Jean Reno, Alan Tudyk, Macaulay Culkin, Brenda Song, John Leguizamo, Tommy Lister Jr., Maurice LaMarche, Leah Latham, Raymond S. Persi, Jenny Slate, Josh Dallas, Tommy Chong, Auliʻi Cravalho, Hewitt Bush, Blake Slatkin, Nick DiGiovanni, Tig Notaro, Sasha Piqué Mebarak, Milan Piqué Mebarak, Jake Robards, Bob Iger, Daniel V. Graulau, Amanda Gorman, Ed Sheeran, Yvette Nicole Brown, Tiffany Lonsdale, George Pennacchio, Byron Howard, Jared Bush, June Squibb, Rachel House, Melissa Goodwin Shepherd, Cecily Strong, Allegra Leguizamo, Mario López, Michael J. Fox, Mark Rhino Smith, Josh Gad, Peter Mansbridge, Robert Irwin, David VanTuyle, Anika Noni Rose, Taylen Biggs, Mae Martin, Dwayne Johnson, Natalia Adame Mendoza, Emmitt Bush, Merrick Bush, Carrie Liao, Jeremy Milton, Fabienne Rawley;Jared Bush, Byron Howard;Walt Disney Animation Studios, Walt Disney Animation Studios
FROZEN II;7803157;2019;L;Família, Animação, Aventura, Comédia, Fantasia;Idina Menzel, Kristen Bell, Josh Gad, Jonathan Groff, Evan Rachel Wood, Sterling K. Brown, Alfred Molina, Rachel Matthews, Jason Ritter, Martha Plimpton, Ciarán Hinds, Jeremy Sisto, Stephen J. Anderson, Chris Williams, Maia Wilson, Paul Briggs, Hadley Gannaway, Mattea Conforti, Aurora Aksnes, Alan Tudyk, Santino Fontana, Livvy Stubenrauch, Eva Bella, Jackson Stein, Delaney Rose Stein, Halima V. Hudson, Isabella Acres, Stephen Apostolina, Kimberly Bailey, David Boat, June Christopher, Antonio Raul Garcia, David Cowgill, Wendy Cutler, Hudson D'Andrea, Grey DeLisle, Jessica DiCicco, Terri Douglas, Robin Atkin Downes, Nick Fisher, Jackie Gonneau, Franck Gourlat, Daniel Kaz, Phil LaMarr, Arnaud Léonard, Mimi Maynard, Scott Menville, Melanie Minichino, Max Mittelman, Matt Nolan, Capri Oliver, Arthur Ortiz, Paul Pape, Michael Ralph, Akai Robinson, Lynwood Robinson, Maddix Robinson, Kaitlyn Robrock, Violet Grace Schaffer, Pepper Sweeney, Fred Tatasciore, Jean-Alain Velardo, Kari Wahlgren, Matthew Wood;Jennifer Lee, Chris Buck;Walt Disney Animation Studios
BLACK PANTHER;7388727;2018;14;Ação, Aventura, Ficção científica;Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis, Florence Kasumba, John Kani, David S. Lee, Nabiyah Be, Isaach de Bankolé, Connie Chiume, Dorothy Steel, Danny Sapani, Sydelle Noel, Marija Abney, Zola Williams, Janeshia Adams-Ginyard, Maria Hippolyte, Marie Mouroum, Jénel Stevens, Sope Aluko, Stan Lee, Atandwa Kani, Ashton Tyler, Denzel Whitaker, Shaunette Renée Wilson, Christine Hollingsworth, Lucy Hockings, Bambadjan Bamba, Roland Kilumbu, Jermaine Holt, Dominique Elijah Smith, Jalil Jay Lynch, Vaughndio Forbes, Sasha Morfaw, Alexis Louder, Francesca Faridany, Mark Ashworth, Seth Carr, Jeremy Sample, Chad Crumley, Alexis Rhee, Danny Chung, Liz Elkins Newcomer, Tony Sears, Alex C. Riley Hughes, Clifford Gay, Shamel Heath, De'Jon Watts, Alex R. Hibbert, Tristan Timmons, Tyler Timmons, Abraham Clinkscales, Thabo Moropane, Zani Mogodi, Zenzi Williams, Trevor Noah, T. Love, Sebastian Stan, Shad Gaspard;Ryan Coogler;Marvel Studios
DEADPOOL & WOLVERINE;7380395;2024;18;Ação, Comédia, Ficção científica;Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, Dafne Keen, Jon Favreau, Morena Baccarin, Rob Delaney, Leslie Uggams, Jennifer Garner, Wesley Snipes, Channing Tatum, Chris Evans, Henry Cavill, Wunmi Mosaku, Aaron Stanford, Tyler Mane, Karan Soni, Brianna Hildebrand, 忽那汐里, Stefan Kapičić, Randal Reeder, Lewis Tan, Nick Pauley, Sonita Henry, Ryan McKen, Nanak Phlora, Aydin Ahmed, Leemore Marrett Jr., James Dryden, Ollie Palmer, Greg Hemphill, Aaron W Reed, Mike Waters, Rob Mac, James Reynolds, Ed Kear, Paul G. Raymond, Blake Lively, Inez Reynolds, Nathan Fillion, Matthew McConaughey, OIin Reynolds, Paul Mullin, Alex Kyshkovych, Billy Clements, Daniel Medina Ramos, Jade Lye, Nilly Cetin, Eduardo Gago Muñoz, Chloe Kibble, Curtis Rowland Small, Ayesha Hussain, Jessica Walker, Harry Holland, Kevin Fortin, Luke Bennett, Anneka Needham, George Montague;Shawn Levy;Marvel Studios, Maximum Effort, 21 Laps Entertainment, 20th Century Studios, Kevin Feige Productions, TSG Entertainment
MINIONS: THE RISE OF GRU;6882626;2022;L;Comédia, Crime, Ficção científica, Animação, Família;Steve Carell, Pierre Coffin, Alan Arkin, Taraji P. Henson, Julie Andrews, Jean-Claude Van Damme, Lucy Lawless, Michelle Yeoh, Dolph Lundgren, Danny Trejo, Russell Brand, Jimmy O. Yang, Kevin Michael Richardson, John DiMaggio, RZA, Michael Beattie, Will Arnett, Steve Coogan, Colette Whitaker, Raymond S. Persi, Kyle Balda, Bob Bergen, Beau Billingslea, Cathy Cavadini, David Chen, Will Collyer, Meilee Condron, Antonio Raul Garcia, Debi Derryberry, Scarlett Estevez, Kellen Goff, Jake Green, Isa Hall, Ramone Hamilton, Aaron Hendry, Barbara Harris, JP Karliak, Evan Kishiyama, Sam Lavagnino, Dawnn Lewis, Amari McCoy, Levi Nunez, Benjamin Plessala, Alex Puccinelli, David J. Randolph, Carla Rempp, Nhev Scharrel, James Sie, Mindy Sterling, Fred Tatasciore, Regina Taufen, Nisa Ward, Debra Wilson, Nora Wyman;Kyle Balda;Universal Pictures, Illumination
WONDER WOMAN;6842440;2017;12;Ação, Aventura, Fantasia;Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston, David Thewlis, Saïd Taghmaoui, Ewen Bremner, Eugene Brave Rock, Lucy Davis, Elena Anaya, Lilly Aspell, Lisa Loven Kongsli, Ann Wolfe, Ann Ogbomo, Emily Carey, James Cosmo, Wolf Kahler, Martin Bishop, Flora Nicholson, Pat Abernethy, Freddy Elletson, Sammy Hayman, Michael Tantrum, Philippe Spall, Edward Wolstenholme, Ian Hughes, Marko Leht, Steffan Rhodri, Andrew Byron, Dominic Kinnaird, Rachel Pickup, Ulli Ackermann, Frank Allen Forbes, Peter Stark, Rainer Bock, Josh Bromley, Jennie Eggleton, Eva Dabrowski, Harvey James, George Johnston, Danielle Lewis, Florence Kasumba, Eleanor Matsuura, Josette Simon, Doutzen Kroes, Hayley Warnes, Caitlin Burles, Jemma Moore, Samantha Win, Brooke Ence, Madeleine Vall, Hari James, Jacqui-Lee Pryce, Betty Adewole, Caroline Winberg, Lizzie Bowden, Kattreya Scheurer-Smith, Rekha Luther, Thaina Oliveira, Ooooota Adepo, Zinnia Kumar, Toma McDonagh, Amber Doyle, Freddy Carter, Fred Fergus, Tim Pritchett, Gana Bayarsaikhan, Camilla Roholm, Stephanie Haymes-Roven, Nia Burke, Dee Lewis Clay, Tori Letzler, Mayling Ng, Zack Snyder, Lee Neville, Ana Cilas, Philip Harvey, Sofia Abbasi, Kevin Hudson, Nathanjohn Carter, Александр Терентьев;Patty Jenkins;Atlas Entertainment, Cruel & Unusual Films, DC Films, Warner Bros. Pictures
SUICIDE SQUAD;6654251;2021;16;Ação, Comédia, Aventura;Margot Robbie, Idris Elba, John Cena, Joel Kinnaman, Sylvester Stallone, Viola Davis, David Dastmalchian, Daniela Melchior, Michael Rooker, Jai Courtney, Peter Capaldi, Alice Braga, Pete Davidson, Joaquín Cosío, Juan Diego Botto, Storm Reid, Nathan Fillion, Taika Waititi, Steve Agee, Sean Gunn, John Ostrander, Flula Borg, Mayling Ng, Stephen Blackehart, Tinashe Kajese, Jennifer Holland, Fernando Martinez, Dee Bradley Baker, Natalia Safran, Jared Leland Gore, Rey Hernandez, Ray Benitez, Reinaldo Faberlle, Jonathan Fritschi, Josh Ventura, Gerardo Davila, Mikaela Hoover, Lynne Ashe, Julio Cesar Ruiz, J.R. Adduci, Curtis Lyons Jr., Maya Le Clark, Elideusa Gomes Almeida, Shanna Kernan, Bridget Taylor, Monica Rivera, Andrea Andrade, Giovanni Rodriguez, Giovannie Cruz, Sergio Carlo, Edgar Zanabria, Grecia Balboa, Kenneth Trujillo, Randy Havens, Michelle Civile, Gabrielle Manning, Michael Aaron Milligan, Diany Rodriguez, Teresita Mans, Terence Rosemore, Lloyd Kaufman, Pom Klementieff;James Gunn;DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures
THE SUPER MARIO BROS. MOVIE;6579883;2023;L;Família, Comédia, Aventura, Fantasia, Animação;Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key, Seth Rogen, Fred Armisen, Sebastian Maniscalco, Charles Martinet, Kevin Michael Richardson, Khary Payton, Rino Romano, John DiMaggio, Jessica DiCicco, Eric Bauza, Juliet Jelenic, Scott Menville, Carlos Alazraqui, Jason Broad, Ashly Burch, Rachel Butera, Cathy Cavadini, Will Collyer, Django Craig, Willow Geer, Aaron Hendry, Andy Hirsch, Barbara Harris, Phil LaMarr, Jeremy Maxwell, Daniel Mora, Eric E. Osmond, Noreen Reardon, Lee Shorten, Cree Summer, Nisa Ward, Nora Wyman, Kazumi Totaka;Aaron Horvath, Michael Jelenic;Universal Pictures, Illumination, Nintendo
WONDER;6572415;2017;12;Ação, Aventura, Fantasia;Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston, David Thewlis, Saïd Taghmaoui, Ewen Bremner, Eugene Brave Rock, Lucy Davis, Elena Anaya, Lilly Aspell, Lisa Loven Kongsli, Ann Wolfe, Ann Ogbomo, Emily Carey, James Cosmo, Wolf Kahler, Martin Bishop, Flora Nicholson, Pat Abernethy, Freddy Elletson, Sammy Hayman, Michael Tantrum, Philippe Spall, Edward Wolstenholme, Ian Hughes, Marko Leht, Steffan Rhodri, Andrew Byron, Dominic Kinnaird, Rachel Pickup, Ulli Ackermann, Frank Allen Forbes, Peter Stark, Rainer Bock, Josh Bromley, Jennie Eggleton, Eva Dabrowski, Harvey James, George Johnston, Danielle Lewis, Florence Kasumba, Eleanor Matsuura, Josette Simon, Doutzen Kroes, Hayley Warnes, Caitlin Burles, Jemma Moore, Samantha Win, Brooke Ence, Madeleine Vall, Hari James, Jacqui-Lee Pryce, Betty Adewole, Caroline Winberg, Lizzie Bowden, Kattreya Scheurer-Smith, Rekha Luther, Thaina Oliveira, Ooooota Adepo, Zinnia Kumar, Toma McDonagh, Amber Doyle, Freddy Carter, Fred Fergus, Tim Pritchett, Gana Bayarsaikhan, Camilla Roholm, Stephanie Haymes-Roven, Nia Burke, Dee Lewis Clay, Tori Letzler, Mayling Ng, Zack Snyder, Lee Neville, Ana Cilas, Philip Harvey, Sofia Abbasi, Kevin Hudson, Nathanjohn Carter, Александр Терентьев;Patty Jenkins;Atlas Entertainment, Cruel & Unusual Films, DC Films, Warner Bros. Pictures
SPIDER-MAN: HOMECOMING;6569135;2017;12;Ação, Aventura, Ficção científica;Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei, Jon Favreau, Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Tony Revolori, Bokeem Woodbine, Tyne Daly, Abraham Attah, Hannibal Buress, Kenneth Choi, Selenis Leyva, Angourie Rice, Martin Starr, Garcelle Beauvais, Michael Chernus, Michael Mando, Logan Marshall-Green, Jennifer Connelly, Gary Weeks, Christopher Berry, Jorge Lendeborg Jr., Tunde Adebimpe, Tiffany Espensen, Isabella Amara, Michael Barbieri, Josie Totah, Hemky Madera, Zach Cherry, Kirk R. Thatcher, Yu Lew, Sondra James, Bob Adrian, Gary Richardson, Stan Lee, Joe Hang, Wayne Péré, Chris Evans, Alexa Laraki, Liza Fagin, Kerry Condon, John Penick, Ethan Dizon, Amy Hill, Miles Mussenden, Martha Kelly, Kevin LaRosa Jr., Ren Colley, Jennifer Kim, Ari Groover, Louis Gonzalez, Stewart Steinberg, Andy Powers, Omar Capra, Nitin Nohria, Vince Foster, Brian Schaeffer, Chris Adams, Maiya Boyd, Rebeca Donovan, Elli, Nickolas Wolf, Jaine Ye, Gina Cordan, Friday Chamberlain, Dante Brattelli, Melissa Kay Glaze, Donald K. Overstreet, Hallie Ricardo, Doug Scroggins III, Marmee Regine Cosico, Harrison Osterfield, Chris Silcox, Clam Sepulveda, Wesley Kuykendoll, Cassidy Alexandra Kahler, Josh Turner;Jon Watts;Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures
SPIDER-MAN: FAR FROM HOME;6498379;2019;10;Ação, Aventura, Ficção científica;Tom Holland, Jake Gyllenhaal, Samuel L. Jackson, Marisa Tomei, Jon Favreau, Zendaya, Jacob Batalon, Tony Revolori, Angourie Rice, Remy Hii, Martin Starr, JB Smoove, Jorge Lendeborg Jr., Cobie Smulders, Numan Acar, Zach Barack, Zoha Rahman, Yasmin Mwanza, Joshua Sinclair-Evans, Tyler Luke Cunningham, Sebastián Viveros, Toni Garrn, Peter Billingsley, Clare Dunne, Nicholas Gleaves, Claire Rushbrook, J.K. Simmons, Dawn Michelle King, Jeroen van Koningsbrugge, Michael de Roos, Jan-Paul Buijs, Sergio Pierattini, Anjana Vasan, Brian Law, Evelyn Mok, Tatiana Lunardon, Giada Benedetti, Lukáš Bech, Alessandro Giuggioli, Petr Opava, Giuseppe Andriolo, Pat Kiernan, Shari Abdul, Mari Alexandrova, Kristen Alminta, Vincent Angel, Peter Arpesella, Lasco Atkins, Sitara Attaie, Peter Bankolé, Blair Barnette, Tuwaine Barrett, Anna Benamati, Bruno Bilotta, Sharon Blynn, Luigi Boccanfuso, Paolo Braghetto, Dante Brattelli, Graham Burton, Ken Byrd, Sokol Cahani, Darren Lee Campbell, Hélène Cardona, Dian Cathal, Jake Cerny, Daphne Cheung, Sam Chuck, Victoria Coburn, Kimberly Collison, Tiziana Coste, Jaylen Davis, Kristianne-Kaith Domingo, Andrew Dunkelberger, Charlie Esquér, Ria Fend, Ferroz Fernandez, Vincent Frattini, Massi Furlan, Cynthia Garbutt, Thomas Goodridge, Sonia Goswami, Nicholle Hembra, Michael Hennessy, Meagan Holder, Patrick Doran, Ruth Clarson, Chris Hyacinthe, Michael Iacono, Roman Ibragimov, Theo Ip, Timothy Christian Jansen, Keon Kendrick, Camille Kinloch, Michal Kubal, Hannah Kurczeski, Géraldine Lamarre, Jimena Larraguivel, Rich Lawton, Kat Leroy, Gavin Lee Lewis, Patrick Loh, Joseph Long, Ketan Majmudar, Tony Mardon, Antonín Mašek, Ben Mendelsohn, Bradley Wj Miller, Melissa Beth Miller, Anthony Molinari, Adrian Mozzi, Brendan Murphy, Amanda Musso, Emily Ng, Daniel Olson, Hiten Patel, Luigi Petrazzuolo, Aleksandrs Petukhovs, Annie Pisapia, Jivan Xander Ramesh, Mike Ray, Sofia Renee, Cailan Robinson, Ray Rosario, Daniel Ryves, Maurice Sardison, Karen-J Sear, Ilya Tank Shilov, Davina Sitaram, Joakim Skarli, Lucas Antoine Starrets, Faith Tarby, Emily Tebbutt, Lesdy Vanessa, Jessica VanOss, Joe David Walters, Jo Wheatley, Rocco Wu, Samantha Mishinski, Aristou Meehan, Sean Coleman;Jon Watts;Marvel Studios, Pascal Pictures, Columbia Pictures
FAST X;6471185;2023;14;Ação, Crime, Thriller;Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena, Nathalie Emmanuel, Jordana Brewster, Sung Kang, Jason Momoa, Scott Eastwood, Daniela Melchior, Alan Ritchson, Helen Mirren, Brie Larson, Jason Statham, Charlize Theron, Rita Moreno, Joaquim de Almeida, Leo Abelo Perry, Luis Da Silva, Jr., Jaz Hutchins, Luka Hays, Alexander Capon, Pete Davidson, Shadrach Agozino, Ludmilla, Miraj Grbić, Meadow Walker, Michael Irby, Shahir Figueira, Ben Santos, Debby Ryan, Josh Dun, Robert Bastens, Paul Walker, Dwayne Johnson, Gal Gadot, Ali Baddou, Peter Overton;Louis Leterrier;Universal Pictures, Original Film, One Race, Perfect Storm Entertainment
MUFASA: THE LION KING;6443839;2024;10;Aventura, Família, Animação;Aaron Pierre, Kelvin Harrison Jr., Tiffany Boone, Kagiso Lediga, Preston Nyman, Blue Ivy Carter, John Kani, Mads Mikkelsen, Seth Rogen, Billy Eichner, Thandiwe Newton, Lennie James, Anika Noni Rose, Keith David, Braelyn Rankins, Theo Somolu, Beyoncé, Donald Glover, Folake Olowofoyeku, Joanna Jones, Thuso Mbedu, Sheila Atim, Abdul Salis, Dominique Jennings, Derrick L. McMillon, Maestro Harrell, AJ Beckles, David S. Lee, Brielle Rankins;Barry Jenkins;Walt Disney Pictures
THOR: LOVE AND THUNDER;6358246;2022;14;Fantasia, Ação, Comédia;Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson, Taika Waititi, Russell Crowe, Jaimie Alexander, Idris Elba, Chris Pratt, Dave Bautista, Karen Gillan, Pom Klementieff, Sean Gunn, Vin Diesel, Bradley Cooper, Carly Rees, Kat Dennings, Brett Goldstein, Stellan Skarsgård, Luke Hemsworth, Matt Damon, Sam Neill, Melissa McCarthy, Ben Falcone, Suren Jayemanne, Natasha Cheng, Stephen Curry, Bobby Holland Hanton, Daley Pearson, Dianne Close, Greg Mitchell, Briegh Winderbaum, Mayzie Winderbaum, Izaac Winderbaum, Alanis Long Borrello, Emmeline Luka Bale, Kieron L. Dyer, India Rose Hemsworth, Simon Russell Beale, Manny Spero, Jonny Brugh, Andrew Crawford, Chanique Greyling, Brooke Satchwell, Elsa Pataky, Zia Kelly, Rosangela Fasano, Cameron Chapek, Tristan Hemsworth, Samson Alston, Alan Spies, Eliza Matengu, Shari Sebbens, Victoria Zerbst, Johnny Nasser, Jenna Owen, Gemma Dart, Victoria Ferrara, Ava Rodrigo-Porter, Elsa Rodrigo-Porter, Kaan Guldur, Indeia Booc, Indiana Ierano, Cayla Sutherland, Tui Vincent, Garth Wood, Yure Covich, Matatia Foa'i, Alan Dukes, Alan Tsibulya, Arka Das, Simona Paparelli, Nico Cortez, Priscilla Doueihy, Nicole Milinkovic, Chayla Korewha, Imaan Hadchiti, Carmen Foon, Clariza Vicente, Kuni Hashimoto, Stephen Hunter, Justin Paul Hitchcock, Nazih Kheir, Tatyana Gillam, Indiana Evans, Samantha Allsop, Olivia Vasquez, Adam Todd, Josh Heuston, David Hambly, Janessa Dufty, Ava Caryofyllis, Chloé Gouneau, Ben Sinclair, Jane Yubin Kim, Dave Cory, Te Kainga O'Te Hinekahu Waititi, Matewa Kiritapu Waititi, Sasha Hemsworth, Aleph Millepied, Amalia Millepied, Rex Bale, Molly Moriarty, Hannah Gray, Luc Barrett, Luca Darda, Bo Chambers, Zali Mae Harrison, Leeton Alan Ingrey, Evan Stanhope, Jessica May Lynne, Jaimee Rose Lynn, Kim Thien Doan, Simone Landers, Sienna Ngeru, Rafael Siemer, Gabriel Siemer, Ronin Fabi, Arias Vang, Corban Ierano, Xander Mouradian, Jacob Yee, 张崇巍, Nana Miya;Taika Waititi;Marvel Studios, Kevin Feige Productions
AVATAR: FIRE AND ASH;6283247;2025;14;Ficção científica, Aventura, Fantasia;Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Oona Chaplin, Jack Champion, Kate Winslet, Cliff Curtis, Joel David Moore, CCH Pounder, Edie Falco, Brendan Cowell, Jemaine Clement, Giovanni Ribisi, David Thewlis, Britain Dalton, Trinity Jo-Li Bliss, Jamie Flatters, Bailey Bass, Filip Geljo, Duane Evans Jr., Matt Gerald, Dileep Rao, Daniel Lough, Kevin Dorman, Keston John, Alicia Vela-Bailey, Johnny Alexander, Jamie Landau, Graham Vincent, Phil Brown, Joel Tobeck, Shane Rangi, Grant Roa, Howard Cyster, Robert Okumu, Laz Alonso, Wes Studi, Dai Daniel, Slaine McKenzie, Tim Parsons, Daniel Bos, Christopher Moore, Braedyn Humphries, Wilson Sze, Tapiwa Soropa, Jordan Fitzgerald, Heston Hawe, Kacie Borrowman, Courtney Rosemont, Jennifer Stafford, Jake McLean, Kevin Henderson, Shawn Driscoll, Devereau Chumrau, Tarikura Kapea, Victoria Atkin, Brooke St. Johns, Eyalla Tu'ipuluto, Julene Renee;James Cameron;20th Century Studios, Lightstorm Entertainment, TSG Entertainment
THOR: RAGNAROK;6232858;2017;12;Ação, Ficção científica, Comédia;Chris Hemsworth, Mark Ruffalo, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, 浅野忠信, Ray Stevenson, Zachary Levi, Georgia Blizzard, Amali Golden, Luke Hemsworth, Sam Neill, Charlotte Nicdao, Ash Ricardo, Shalom Brune-Franklin, Taylor Hemsworth, Cohen Holloway, Alia Seror-O'Neill, Sophia Laryea, Steven Oliver, Hamish Parkinson, Jasper Bagg, Sky Castanho, Shari Sebbens, Richard Green, Sol Castanho, Jet Tranter, Samantha Hopper, Eloise Winestock, Rob Mayes, Tahlia Jade, Winnie Mzembe, Sean Edward Frazer, Connor Zegenhagen, Tracie Filmer, Tracey Lee Maxwell, Beatrice Ward, Donnie Baxter, Greta Carew-Johns, Mollie McGregor, Sophia McGregor, Matt Damon, Stan Lee, Katie Anderson, Sam Hargrave, Garreth Hadfield, Braden Lewis;Taika Waititi;Marvel Studios
